Family,Outcome,Treatment,Moderator,N,Beta,p,CI_lower,CI_upper,q,Pass_Conservative,Section,PlaceboIV,Interaction_Beta,Spec,N_permutations,Beta_observed,Empirical_p,Check,Beta_on_DV21,Beta_on_LifeExp,Incoherent,N_no_hospital,Beta_IV3_on_DV2_in_no_hospital,Note
Direct NCO,air_pollution_particulate_matter_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3107.0,-8.27557912169985e-05,0.8952834058128021,-0.00131506164396451,0.001149550061530513,0.9574558645498022,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo1_genai_composite_score_c,MO1,3135.0,0.0010067742756575552,0.1989712685183126,-0.0005294342056379217,0.002542982756953032,0.6570079483791585,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,-0.000290226200201801,0.1771038935156265,-0.0007116694453055424,0.00013121704490194044,0.6493809428906305,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,2.4526765616529297e-06,0.933076043587938,-5.4792201579695623e-05,5.969755470300148e-05,0.9775082361397446,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,-1.0520987512684758e-05,0.660187522056374,-5.742319595067731e-05,3.6381220925307795e-05,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,5.118906094704618e-07,0.9865839854659894,-5.915334075232087e-05,6.017712197126179e-05,0.9919304046893825,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,3.144668550208086e-05,0.28935952928081643,-2.6724867808517074e-05,8.961823881267879e-05,0.7520835340790867,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,below_18_years_of_age_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,3.3682246699120585e-05,0.32822346862173024,-3.3839582470084927e-05,0.0001012040758683261,0.7902289158100264,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo1_genai_composite_score_c,MO1,3132.0,0.0009564244374605044,0.6538920542330715,-0.003224478464830335,0.005137327339751344,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo2_robotics_composite_score_c,MO2,3132.0,0.001737951959593599,0.015385326763131616,0.0003322272123797278,0.00314367670680747,0.1974450267935224,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3132.0,1.4871082115656845e-05,0.8415262235914326,-0.0001309053819661487,0.00016064754619746238,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3132.0,5.487016468648577e-05,0.3611392252046234,-6.28958925324314e-05,0.00017263622190540295,0.8426581921441213,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3132.0,-8.906183262495762e-05,0.29881957385894464,-0.000257072751191046,7.894908594113076e-05,0.7543969569553683,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3132.0,4.722088104582985e-05,0.5423047345379043,-0.00010466889780378616,0.00019911065989544586,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,census_participation_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3132.0,-2.0747108281313057e-05,0.8112110131566201,-0.00019098447686021725,0.00014949026029759113,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo1_genai_composite_score_c,MO1,3083.0,0.00611579819458663,0.637185237910465,-0.01929934140187239,0.031530937791045655,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo2_robotics_composite_score_c,MO2,3083.0,-0.0005832069987464716,0.867599850507414,-0.007439896907695198,0.006273482910202254,0.9409181477333927,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3083.0,0.00021045028036624673,0.5594584798001179,-0.0004962708205037426,0.0009171713812362361,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3083.0,0.00018449002271606562,0.6296420905467931,-0.000565345732848254,0.0009343257782803852,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3083.0,0.00041072437524085256,0.4473835616418457,-0.0006487934917326244,0.0014702422422143296,0.8947671232836913,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3083.0,-0.00011650163585240906,0.831797946015723,-0.0011915632648391104,0.0009585599931342921,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,drinking_water_violations_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3083.0,-0.0002550570320075699,0.6741748592089993,-0.001444097536934458,0.0009339834729193181,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo1_genai_composite_score_c,MO1,3135.0,-0.0014082800449010512,0.3929578276878596,-0.004639333805550234,0.0018227737157481315,0.8869769298795852,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,-0.0009470011099731892,0.02844170199250523,-0.0017940891676223743,-9.991305232400405e-05,0.27375138167786284,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,-9.983903129591899e-05,0.07526616871614472,-0.00020984387750357255,1.0165814911734564e-05,0.4449863133977432,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,-0.00011595536423877905,0.035722908808363055,-0.00022417490667372823,-7.735821803829881e-06,0.32360752685223004,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,-0.00015041030682362986,0.04200406064593994,-0.000295382864439174,-5.437749208085717e-06,0.3451258513532907,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,-7.893591293075901e-05,0.23544159036404566,-0.00020933377228798727,5.1461946426469246e-05,0.710941272863981,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,driving_alone_to_work_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,-7.117983639632174e-05,0.23479973454801184,-0.00018860397648779394,4.624430369515046e-05,0.710941272863981,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo1_genai_composite_score_c,MO1,3135.0,0.0003658164188732587,0.19685083214821597,-0.00018973951067292362,0.000921372348419441,0.6570079483791585,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,0.0003574064309779018,0.00018459755521028852,0.00017006652657788153,0.0005447463353779221,0.009476007834128145,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,1.5700018628370983e-05,0.13621991517035528,-4.951747613063396e-06,3.635178486980536e-05,0.5827185260065199,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,9.642542068028864e-06,0.3865486490711718,-1.2183512060189737e-05,3.1468596196247466e-05,0.8869769298795852,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,6.650155349536111e-06,0.5935404688534011,-1.7771354930336833e-05,3.1071665629409055e-05,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,1.7318634635102363e-05,0.07217319541154468,-1.559811399612931e-06,3.619708066981766e-05,0.4449863133977432,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,female_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,1.0563943281930024e-05,0.44143026649817674,-1.6333276792258087e-05,3.7461163356118135e-05,0.8947671232836913,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo1_genai_composite_score_c,MO1,3129.0,-0.005532601285681191,0.0012045925787884271,-0.008881706013283076,-0.002183496558079307,0.030917876188902963,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo2_robotics_composite_score_c,MO2,3129.0,0.0004339113322083749,0.43448240403805594,-0.0006542554311752492,0.001522078095591999,0.8947671232836913,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3127.0,-0.0001204920042094746,0.08774664969972061,-0.00025880709377959244,1.782308536064323e-05,0.48260657334846335,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3127.0,-0.00012575676250095602,0.05150254934730595,-0.00025233341145355453,8.198864516424978e-07,0.37768536188024365,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3127.0,-0.00012411411157873712,0.05037348687771728,-0.0002484302556868788,2.020325294045265e-07,0.37768536188024365,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3127.0,-0.00023625094395022145,4.314734316116496e-05,-0.00034946596665315436,-0.00012303592124728854,0.003322345423409702,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,gender_pay_gap_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3127.0,-0.00017891223274178324,0.0025803672999458126,-0.00029526595757037495,-6.25585079131915e-05,0.04415295157685057,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo1_genai_composite_score_c,MO1,3135.0,-0.0012823465706421427,0.7408915857340864,-0.008883069846267796,0.006318376704983511,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,-0.001604011895237835,0.11362249728356313,-0.0035910977794167106,0.00038307398894104044,0.5602137665523048,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,4.5455982221497026e-05,0.7200864316977098,-0.00020316619827717713,0.0002940781627201712,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,2.7119545826580476e-05,0.8175570216268258,-0.0002032924442646421,0.00025753153591780305,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,-3.838649607295181e-05,0.7847546816638722,-0.0003138474478994692,0.00023707445575356557,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,-5.152866005736654e-05,0.7323908859908402,-0.0003468795773893726,0.00024382225727463956,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,hispanic_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,-6.572702457156083e-05,0.6789481953597967,-0.00037696878059988235,0.0002455147314567607,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo1_genai_composite_score_c,MO1,3134.0,-6.574911984080865e-05,0.9765564564529207,-0.004450978712952141,0.004319480473270524,0.9919304046893825,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo2_robotics_composite_score_c,MO2,3134.0,-0.0011935921312075434,0.026399648011844655,-0.0022472411061503087,-0.00013994315626477782,0.2710363862549384,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3132.0,-8.919619580765399e-05,0.25694891285219223,-0.00024340966173564766,6.501727012033967e-05,0.7327802329488445,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3132.0,-9.178315256321023e-05,0.21231752283290628,-0.00023601748292237233,5.245117779595186e-05,0.6811853857555743,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3132.0,-1.586505203283583e-05,0.8516878471224452,-0.00018217897317896056,0.0001504488691132889,0.9368566318346897,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3132.0,-3.871315508208477e-05,0.6249718709369432,-0.00019393795970967012,0.00011651164954550058,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,homeownership_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3132.0,-9.164141517942486e-05,0.2637563749771976,-0.0002523615601851088,6.907872982625911e-05,0.7385178499361533,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo1_genai_composite_score_c,MO1,1919.0,0.35333963467686313,0.545564149560519,-0.792440541241459,1.4991198105951853,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo2_robotics_composite_score_c,MO2,1919.0,0.04151376729673996,0.7439641761303899,-0.20760878229204605,0.290636316885526,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,1918.0,0.007055685840287103,0.7090913587983924,-0.030011464419117395,0.0441228360996916,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,1918.0,-0.00261347485006234,0.8765620324959538,-0.03559070285573611,0.03036375315561143,0.9439898811494887,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,1918.0,0.004437270309061537,0.8246811756987222,-0.034821341910738116,0.04369588252886118,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,1918.0,0.007803406857415641,0.6937560088716606,-0.031038220250064297,0.04664503396489558,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,juvenile_arrests_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,1918.0,0.013481728559598859,0.5329577207914412,-0.028898084256842697,0.055861541376040415,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo1_genai_composite_score_c,MO1,3135.0,0.0011053875234925958,0.7695775519027206,-0.0062907073302596725,0.008501482377244865,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,-0.004174406014261595,2.880650479986507e-07,-0.005768936845041122,-0.002579875183482068,4.436201739179221e-05,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,-0.00012860856874222785,0.2845277280434183,-0.00036414150002022803,0.00010692436253577237,0.7520835340790867,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,-9.202377535293176e-05,0.443798691450225,-0.000327548223007905,0.00014350067230204148,0.8947671232836913,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,0.0001149133724176837,0.39741174130968426,-0.00015123177406423525,0.00038105851889960263,0.8869769298795852,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,0.00010160328177167869,0.4098927880158145,-0.0001400458464094533,0.0003432524099528107,0.8947671232836913,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,long_commute_driving_alone_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,-3.979959399296158e-05,0.7637466350305592,-0.0002993305131694155,0.00021973132518349236,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo1_genai_composite_score_c,MO1,2686.0,-0.012662228917093336,0.02527417540453887,-0.023755410639524795,-0.0015690471946618774,0.2710363862549384,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo2_robotics_composite_score_c,MO2,2686.0,0.0028582153029987232,0.19815445954314148,-0.0014951261925078797,0.007211556798505326,0.6570079483791585,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,2686.0,-0.000647892213928741,0.0015855870352274527,-0.0010499271107308188,-0.00024585731712666324,0.03488291477500396,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,2686.0,-0.00042916521363542187,0.0103199395163672,-0.0007571084401667616,-0.0001012219871040822,0.1444791532291408,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,2686.0,-0.00022190645971437249,0.3284068221548162,-0.0006669246041340643,0.00022311168470531936,0.7902289158100264,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,2686.0,-0.00030531510398372724,0.19518785553244677,-0.0007672682307773714,0.00015663802280991684,0.6570079483791585,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,math_scores_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,2686.0,-0.00029289918932608964,0.2005154128170159,-0.0007413632195616336,0.00015556484090945434,0.6570079483791585,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo1_genai_composite_score_c,MO1,3128.0,-0.00048756421365946296,0.8309272963251351,-0.004963220769462387,0.0039880923421434615,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo2_robotics_composite_score_c,MO2,3128.0,0.00017286857080805567,0.7971684004344932,-0.0011454133727660523,0.0014911505143821635,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3126.0,1.0566120520983454e-05,0.9070190629188327,-0.0001667398027343692,0.0001878720437763361,0.9633167978586223,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3126.0,-3.6716371088858405e-05,0.6576558971837263,-0.00019910486960117524,0.00012567212742345843,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3126.0,0.00013779521979054928,0.07801708092038355,-1.545466260532009e-05,0.00029104510218641864,0.4449863133977432,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3126.0,5.6702359492575153e-05,0.5175058008018427,-0.00011501496950473595,0.00022841968848988625,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_black_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3126.0,-2.5401122498262533e-05,0.7771117702609813,-0.00020126810953562693,0.0001504658645391019,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo1_genai_composite_score_c,MO1,3135.0,0.0028009290107023094,0.4447729566013232,-0.004383080515387492,0.009984938536792111,0.8947671232836913,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,0.001613475220486303,0.11640805538749192,-0.0004007236534172799,0.0036276740943898857,0.5602137665523048,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,5.802692510958581e-06,0.9674953615778723,-0.00027329239331435695,0.0002848977783362741,0.9919304046893825,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,7.37311446623755e-05,0.5520356977366219,-0.00016926088936021477,0.0003167231786849658,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,-6.410829837965939e-05,0.652109862845755,-0.00034281446154213013,0.00021459786478281132,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,5.7806655114663237e-05,0.6898190536287685,-0.00022607904151519332,0.0003416923517445198,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,non_hispanic_white_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,0.00014944525361485503,0.2845119310241042,-0.0001242388754446575,0.00042312938267436757,0.7520835340790867,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo1_genai_composite_score_c,MO1,3135.0,-8.452093384789055e-05,0.8650281287063607,-0.0010591108327637547,0.0008900689650679736,0.9409181477333927,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo2_robotics_composite_score_c,MO2,3135.0,-0.0002603276032398519,0.04258046217995145,-0.0005119462186156043,-8.708987864099508e-06,0.3451258513532907,False,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3133.0,2.1557300116138677e-05,0.2761722352212508,-1.7242650559893542e-05,6.0357250792170897e-05,0.7520835340790867,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3133.0,7.980073435861302e-06,0.6281510007366997,-2.4313249785099914e-05,4.027339665682252e-05,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3133.0,4.32181758559503e-06,0.8366823202330169,-3.676990218546129e-05,4.541353735665136e-05,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3133.0,1.1358521812935474e-05,0.5786204179077563,-2.8724758929522774e-05,5.144180255539372e-05,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,not_proficient_in_english_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3133.0,-4.959129083188001e-06,0.804333816459962,-4.419229666093273e-05,3.427403849455672e-05,0.9323384059933857,True,Direct NCO,,,,,,,,,,,,,
Direct NCO,reading_scores_raw_value,mo1_genai_composite_score_c,MO1,2773.0,-0.00715994980341543,0.10444161542120227,-0.015802750296895166,0.0014828506900643034,0.5368195918205723,True,Direct NCO,,,,,,,,,,,,,
